customerKey,sex,age,educationLevel
2ca774ae50,Male,78,"High school"
2ca38f2e55,Female,47,College
2ca6c57206,Female,19,"High school"
2ca3263818,Male,31,Basic
2ca6ae5c08,Male,62,Basic
2ca39bf481,Female,35,"High school"
2cab0fd883,Male,43,"High school"
2cb18f3476,Female,31,"High school"
2cb33cd076,Male,67,College
2caa8bf865,Female,33,Basic
2cb1902485,Male,38,"College advanced"
2caf326681,Male,64,College
2ca41b4287,Female,71,"High school"
2cac49b671,Male,46,"High school"
2caddab087,Female,70,College
2ca7169e63,Male,22,"High school"
2ca4233a27,Male,33,"High school"
2ca8e80c43,Female,49,"High school"
2ca4d38423,Male,34,"High school"
2ca44ae063,Female,33,College
2caf535e26,Male,45,College
2cac219860,Male,78,"College advanced"
2cae540e59,Male,22,"High school"
2ca3644a62,Female,21,"High school"
2cb3029205,Female,23,College
2cb33dac97,Male,64,College
2ca302c076,Female,49,"High school"
2ca7267073,Male,19,"College advanced"
2ca9294819,Male,40,"College advanced"
2ca9936056,Female,70,"High school"
2ca8227861,Female,43,College
2ca30a5e70,Male,61,"High school"
2cabce9663,Female,50,College
2cab306241,Male,70,Basic
2cb23e7054,Male,51,"High school"
2ca818aa36,Male,31,"High school"
2cb0bbc222,Male,44,"High school"
2cac4fe201,Female,48,Basic
2caa337498,Male,40,"High school"
2cb26e2c98,Female,50,"High school"
2cb1634291,Male,55,College
2ca9e87e81,Female,40,"High school"
2caa75c823,Female,56,"High school"
2ca41c1e24,Male,79,"High school"
2cae5ee007,Male,82,Basic
2ca3a2c002,Female,57,Basic
2caf9b6604,Female,33,"College advanced"
2ca2350c70,Female,23,College
2ca672fc31,Male,62,"High school"
2ca7d64260,Female,64,"College advanced"
2caadbd054,Male,54,Basic
2cad87cc34,Male,39,Basic
2ca30b3a65,Female,29,Basic
2ca4f98690,Female,59,College
2cacb5fe10,Male,32,College
2ca6b0e661,Male,54,"High school"
2ca5059822,Male,67,"High school"
2caa360818,Male,42,"High school"
2ca7be0a62,Male,52,College
2ca4e59007,Female,67,College
2caaa25002,Male,60,College
2cac0c5820,Female,62,Basic
2cadd06a80,Male,28,"High school"
2caeffee42,Male,58,College
2ca7599c43,Female,74,"High school"
2caccb8e21,Female,64,Basic
2ca2d38656,Female,46,College
2cab16b858,Female,30,Basic
2ca806d092,Female,30,"High school"
2ca9ffa872,Female,53,"High school"
2ca3add844,Male,38,College
2cadad0632,Female,69,"High school"
2ca39da220,Male,76,College
2cb1443e57,Male,48,Basic
2ca9c2ea82,Female,44,"College advanced"
2ca29a2433,Male,40,"College advanced"
2caa55c078,Female,84,"High school"
2caaa0ac22,Male,38,"High school"
2ca95f6c69,Female,41,"High school"
2ca5705069,Male,64,College
2cace0e259,Male,28,"High school"
2cb2572a41,Male,79,"High school"
2ca5685888,Male,57,College
2caae96875,Female,31,"College advanced"
2ca5272630,Female,59,College
2ca31c1023,Female,46,College
2cb14dc648,Male,37,"College advanced"
2cb329ca58,Female,50,"College advanced"
2cae6d4a25,Male,24,Basic
2caef5bc90,Male,48,"High school"
2cafc5f053,Male,43,College
2ca4ad8c00,Female,31,"High school"
2cb0f9d433,Female,52,"High school"
2caeff1c66,Female,52,"College advanced"
2cab021859,Female,78,College
2ca98b9087,Female,58,Basic
2ca8725071,Female,52,"High school"
2caab51a77,Male,56,"High school"
2ca2787874,Male,21,"High school"
2ca4e14411,Female,58,"High school"
2cade35286,Female,40,College
2ca8e3c016,Male,59,"High school"
2ca2505004,Female,61,College
2caf922421,Male,34,"High school"
2cacb6da25,Female,69,"College advanced"
2caddefc32,Male,29,"College advanced"
2ca9e52c03,Female,74,"High school"
2ca636ac03,Male,61,"High school"
2ca6bc8003,Male,75,"High school"
2cb19b8224,Male,24,College
2ca4f11698,Male,63,"High school"
2cabbe6a39,Male,53,"High school"
2cb2327c80,Male,26,"High school"
2ca99f9004,Male,23,College
2caa10b054,Female,71,"High school"
2cac634210,Male,77,Basic
2cb0351209,Female,78,"High school"
2cb2a0fe31,Female,47,College
2caee59a10,Male,21,"High school"
2ca2727412,Female,56,"College advanced"
2ca7c7a653,Female,59,College
2ca4e86a32,Female,42,College
2ca2dc0a30,Female,28,"High school"
2cad5d7499,Female,39,Basic
2cac519a61,Female,61,College
2ca7a3fc27,Female,52,"High school"
2ca8e8f232,Male,56,"High school"
2ca66c1c75,Female,74,College
2ca9da0055,Male,61,"High school"
2cb2d7ae82,Male,71,"High school"
2cad441000,Female,24,Basic
2ca5471a99,Male,52,"High school"
2cb10eba66,Female,32,"High school"
2ca5015630,Male,20,"High school"
2caf8d1093,Female,25,"High school"
2ca9c8f860,Female,23,College
2cb2bec206,Male,34,"High school"
2cad989832,Male,56,"College advanced"
2cadef4681,Male,60,"High school"
2cab861695,Male,41,"College advanced"
2caf69f236,Female,58,Basic
2cad8cb846,Female,69,Basic
2cac844415,Female,20,"High school"
2cb2ed3473,Male,37,"High school"
2cb0f49862,Male,69,"High school"
2ca7213477,Male,62,"High school"
2ca746a051,Female,42,"College advanced"
2cb177a602,Male,40,College
2cb13bba30,Male,83,"College advanced"
2ca8827c52,Male,47,Basic
2cb26d5a29,Female,22,"College advanced"
2cb080e465,Female,20,"College advanced"
2ca4df9626,Male,58,Basic
2ca27bde28,Female,31,College
2ca3f25288,Female,52,College
2caf88b040,Male,35,College
2cacbc2064,Female,47,"High school"
2caf634464,Male,56,College
2cb0a7b827,Male,47,"College advanced"
2cae396a08,Male,21,College
2cb1643280,Male,77,College
2cab741492,Female,52,College
2ca9083241,Female,56,"High school"
2cad432a09,Female,68,"High school"
2cafb25420,Female,41,Basic
2cb0489064,Male,79,College
2cac913c51,Male,30,Basic
2ca5121839,Male,65,Basic
2ca9a21004,Male,35,College
2caf1f7e33,Male,51,"High school"
2caae37844,Male,54,"High school"
2cab9b8832,Male,54,College
2cae37bc28,Male,23,Basic
2ca27f4e48,Male,36,College
2ca4086e45,Male,56,Basic
2cae45a408,Female,60,College
2ca6047073,Male,22,Basic
2ca5a46201,Female,41,College
2cb0c3ec88,Female,45,"High school"
2cad1ea475,Female,60,"High school"
2caf974232,Female,37,"High school"
2cb01fe601,Male,61,"High school"
2ca5d07273,Male,73,College
2cb0cfa448,Male,27,"High school"
2cb2d38a83,Female,29,Basic
2ca5d34210,Male,36,"High school"
2caa5c1e25,Female,23,"High school"
2cac7fbc38,Female,22,College
2ca9e0d631,Male,21,College
2ca92cae24,Female,44,"High school"
2cae7dc656,Female,25,"High school"
2caa25f062,Female,56,"High school"
2cb1c29c58,Male,52,"College advanced"
2ca3567693,Male,34,"High school"
2cacf51454,Male,26,"College advanced"
2cb1f06e90,Female,58,"High school"
2cad5ff499,Female,39,"College advanced"
2ca5695284,Female,32,Basic
2ca7044c72,Female,30,"High school"
2ca48e8842,Male,61,"High school"
2cb076da38,Male,45,Basic
2ca9276801,Male,48,"High school"
2ca876ba05,Male,35,"High school"
2ca4ee8c16,Female,61,College
2ca67d5657,Female,56,College
2ca4c75e41,Female,64,College
2ca33d0800,Male,18,"High school"
2ca66a2824,Male,31,Basic
2cacc90e45,Male,32,College
2cb01b9061,Male,80,"High school"
2ca96d3603,Female,51,College
2ca4e77a77,Male,79,Basic
2cb21dfa53,Male,52,"College advanced"
2ca2ed7670,Male,18,Basic
2cab4f5c78,Female,60,"High school"
2ca5104204,Male,24,"High school"
2caed82010,Female,30,"High school"
2cb2c2f091,Male,54,College
2caab6c852,Female,61,"High school"
2ca6632a33,Female,43,College
2cad4c5869,Male,40,"High school"
2ca32ea851,Female,54,College
2ca8f18020,Female,69,"High school"
2cabeac094,Male,25,"High school"
2caa251e82,Female,66,College
2ca65f9c24,Male,55,"High school"
2ca8f89205,Male,62,"High school"
2ca6219e61,Male,34,"High school"
2cb1c1ca61,Male,45,Basic
2ca2469643,Female,29,"High school"
2cb3215058,Female,60,College
2caeb0de56,Female,24,College
2caa800e56,Male,73,College
2ca7b61246,Male,43,"High school"
2cade84881,Female,70,"High school"
2ca617ee39,Male,37,"High school"
2cb31a7060,Female,70,College
2ca2c53a01,Male,61,"High school"
2ca73b4c55,Male,24,"High school"
2ca713ec68,Male,61,"High school"
2ca38a1071,Female,46,"High school"
2ca3d18c35,Male,37,"College advanced"
2ca4094006,Female,54,"High school"
2cab399043,Male,32,College
2cb1a31666,Female,20,"College advanced"
2cb2e1d628,Female,37,Basic
2cb1d44433,Male,38,"High school"
2ca750f049,Female,50,College
2ca9803c64,Male,72,"High school"
2cb14cf433,Male,47,College
2cab539482,Female,47,"High school"
2ca42c0e37,Female,40,"High school"
2cacb8ba66,Male,25,College
2caa508e44,Male,33,College
2caf6f1a42,Female,50,Basic
2cae290c28,Female,69,College
2cb036c062,Female,58,"High school"
2ca5cbe012,Female,79,"High school"
2caca80272,Female,25,Basic
2cac6a3640,Female,52,"High school"
2cae1d2c18,Female,81,"High school"
2cac0d3446,Female,56,"College advanced"
2cab416a46,Male,42,Basic
2cb0744686,Female,54,College
2ca223e600,Male,35,"High school"
2ca308b052,Male,56,"College advanced"
2caaca4677,Male,52,"College advanced"
2ca7d0de95,Female,26,College
2cab9fd400,Female,20,Basic
2cb0219e13,Female,37,"High school"
2cb2300691,Male,20,"College advanced"
2cb2122e18,Male,25,"High school"
2ca5878476,Male,50,"High school"
2ca9a13e32,Male,32,College
2ca52ff067,Female,74,College
2cb0ed9a30,Male,27,College
2ca3531a82,Male,34,"High school"
2ca2268491,Male,43,College
2cad0c3417,Female,20,College
2cb134d057,Female,53,College
2ca78c5a01,Male,59,"High school"
2cacd0c017,Male,41,College
2ca49f0402,Female,33,College
2ca7b7c081,Male,45,Basic
2ca5448607,Female,78,Basic
2cb05bc894,Male,67,"High school"
2ca73eee13,Male,40,College
2cab8c1a30,Female,27,Basic
2ca9a3c854,Male,24,"College advanced"
2caa6b7819,Female,64,"High school"
2ca574d869,Female,45,College
2caf6c7c00,Male,58,"High school"
2cb1c0f825,Male,36,"High school"
2cb14e9867,Male,51,"High school"
2cb307ce66,Female,74,"High school"
2cb18e3092,Female,76,"College advanced"
2cb0344048,Female,52,"College advanced"
2cb2379a20,Female,46,Basic
2caebb1a34,Male,59,College
2cabdc4c62,Male,65,College
2ca42b3c38,Male,23,"High school"
2ca3a46e78,Female,62,College
2cab7d8854,Male,59,College
2ca9ecc002,Male,29,"High school"
2ca2222e98,Male,18,"High school"
2cb129a428,Female,66,Basic
2cb2b04491,Female,38,"High school"
2ca8e49c14,Female,48,"High school"
2cb152ee87,Female,39,"High school"
2caf485a80,Male,44,College
2cafe3dc34,Female,44,"High school"
2ca30ce858,Male,49,"High school"
2cb0f57409,Male,31,"High school"
2ca794f266,Female,34,College
2cb0288888,Male,35,"High school"
2ca7028a64,Male,43,College
2ca712fc04,Male,62,"High school"
2ca51d9416,Male,56,College
2ca2485879,Male,52,Basic
2caef40e66,Male,35,"High school"
2ca59e5e60,Male,60,College
2ca990c237,Female,53,"College advanced"
2ca7c88c52,Female,18,College
2cae5fb271,Male,60,Basic
2ca8e56e35,Male,28,College
2ca4b3d643,Female,58,"High school"
2caa82a292,Female,19,Basic
2ca74bd203,Female,25,"High school"
2ca4556c09,Female,72,"College advanced"
2cb1619453,Male,74,College
2cb0461006,Male,57,College
2caf4e3645,Female,68,College
2ca4bed041,Female,40,"High school"
2ca7d00208,Male,32,"High school"
2cadd9de09,Male,51,"College advanced"
2cb0134858,Female,43,Basic
2ca265ae71,Male,22,College
2cb0953494,Female,65,College
2ca555e880,Male,25,College
2ca68fda57,Female,55,"High school"
2cafae1204,Female,31,College
2cac94c072,Male,50,"High school"
2cb2b1fc92,Female,34,"High school"
2ca62e8c96,Female,38,College
2ca39a3c53,Male,69,College
2ca7a24e42,Female,56,"High school"
2caeee0059,Female,38,Basic
2caef83c43,Male,40,Basic
2cac129845,Male,68,"College advanced"
2cab786a87,Male,66,"High school"
2ca3e64a48,Male,71,"High school"
2ca2640003,Female,28,College
2cb0adb253,Male,24,"High school"
2caba34404,Male,19,"High school"
2ca74cae12,Female,55,"High school"
2ca513ee10,Male,30,"High school"
2cacc30075,Male,49,Basic
2cad180018,Female,41,College
2cb2039c13,Male,47,College
2cafe81434,Male,55,Basic
2caa1bd245,Female,55,College
2cb0d22e07,Male,73,"High school"
2ca318aa58,Female,38,Basic
2cb306de61,Male,72,College
2ca3e7f855,Female,79,"High school"
2ca6a09244,Female,24,"College advanced"
2ca847f893,Female,52,"High school"
2ca3834414,Male,33,"College advanced"
2ca54c1a52,Male,21,"College advanced"
2cac9e6670,Male,29,"High school"
2cad22e663,Female,62,"High school"
2ca92b0003,Female,27,"High school"
2ca9225473,Male,60,"High school"
2ca2e90c89,Female,42,"College advanced"
2ca69ebc78,Male,63,"High school"
2caba0b092,Male,63,College
2ca6640611,Male,69,Basic
2ca707c615,Male,42,"College advanced"
2caeba4898,Female,46,College
2ca6b9ec91,Male,52,"High school"
2cac5e1a33,Female,57,"High school"
2ca5f7f054,Female,33,"High school"
2cafcce461,Male,73,College
2cae2e3e16,Male,57,"High school"
2cb2522074,Female,65,College
2ca7b46490,Male,59,College
2cada93c25,Male,58,"High school"
2ca6b39804,Male,52,"High school"
2ca5ae1c14,Female,61,"College advanced"
2ca4fb3e44,Female,77,"High school"
2cb2659431,Male,27,"High school"
2ca8456e97,Male,44,"High school"
2ca5ad2222,Male,65,Basic
2cad686e24,Male,76,College
2cad755225,Male,56,"High school"
2ca270bc06,Male,26,"College advanced"
2caa3b4e08,Male,46,"College advanced"
2cac08f200,Male,31,Basic
2caa7ad280,Male,48,College
2ca72f3a75,Female,74,"College advanced"
2cae3cd009,Male,70,"High school"
2cb092b408,Male,60,"High school"
2cac029442,Male,56,"High school"
2ca9eafe61,Female,69,"High school"
2ca71b0873,Male,40,"High school"
2ca3773c93,Female,61,"College advanced"
2cb236c891,Female,62,College
2cac43bc71,Female,40,"High school"
2cb28d9488,Male,82,"High school"
2ca619a672,Male,27,"High school"
2ca6e5ca40,Male,82,Basic
2ca37d4034,Female,60,"High school"
2cac896c85,Female,53,"High school"
2cadcdea05,Male,64,College
2caf17cc31,Female,29,"High school"
2cb13d7201,Male,47,"High school"
2cb1bcca87,Female,77,"High school"
2ca9dbd614,Male,70,"High school"
2cacbcfc65,Female,22,"High school"
2ca3ea8279,Male,70,College
2ca98fe608,Female,55,Basic
2ca503e006,Male,26,"College advanced"
2ca63d7880,Male,36,"High school"
2cb06e4c44,Female,25,"High school"
2cae7a7e31,Female,46,Basic
2caf87de84,Female,67,College
2ca4c84e93,Male,35,"College advanced"
2cace45c28,Female,30,Basic
2cb0861685,Female,71,"High school"
2cb051c813,Male,51,"High school"
2cadbb0243,Male,38,Basic
2cadc99446,Female,28,"High school"
2ca96ee422,Female,24,College
2cb32d3a72,Female,26,"High school"
2ca7477c06,Male,52,Basic
2ca4289e44,Female,67,"High school"
2ca6039498,Male,43,"High school"
2ca78fc099,Female,47,College
2caf01a682,Female,38,College
2ca2d53e92,Male,43,"College advanced"
2caa5a0c01,Female,36,"High school"
2caba19653,Male,43,"High school"
2ca9fa8041,Female,36,College
2ca33f9242,Male,27,College
2ca5826699,Female,29,College
2cac2c1021,Male,78,"High school"
2ca9c13c18,Female,49,"High school"
2ca9427a82,Male,60,"High school"
2caa03ea09,Female,56,College
2cb2c21e20,Male,39,"High school"
2ca5dd9210,Female,44,"High school"
2cab921e63,Male,30,"High school"
2ca7917869,Female,71,"High school"
2caa43b441,Female,31,College
2ca9a8e697,Female,40,"High school"
2ca25fbe84,Female,54,"High school"
2cad7a3419,Female,71,College
2ca9435640,Female,28,College
2cb026da46,Female,58,"High school"
2cb33f5095,Female,77,Basic
2cab3b5c48,Male,46,College
2ca9f46881,Male,44,Basic
2ca6998a62,Male,39,Basic
2ca424f276,Female,53,College
2ca7361a06,Male,42,Basic
2cb3324e58,Male,62,College
2cacd35e50,Male,50,College
2caedd1699,Male,72,College
2ca2d61032,Female,27,"High school"
2caf93dc31,Male,30,Basic
2cadf0ea14,Male,56,"College advanced"
2ca8534232,Female,40,"High school"
2caa523c69,Male,36,"High school"
2ca444dc22,Male,45,"High school"
2ca68b7a38,Male,39,"College advanced"
2cae3a4656,Male,53,College
2cad385831,Male,40,College
2cb2901467,Male,76,Basic
2ca34df296,Male,63,"High school"
2ca5ef3a42,Male,63,"High school"
2ca56e9896,Female,54,"High school"
2caf550219,Male,26,Basic
2ca9f1de20,Female,62,"High school"
2ca2407433,Female,57,College
2ca887b817,Male,21,"High school"
2cac58f219,Male,79,Basic
2cb24b8604,Male,55,"High school"
2cac16ee02,Female,20,College
2ca8235420,Male,36,"College advanced"
2cae59cc50,Male,22,"High school"
2ca97f6066,Female,38,"High school"
2caf70be96,Male,59,Basic
2ca3a8b030,Female,44,College
2ca80c2073,Female,53,College
2ca2a0f017,Male,28,Basic
2ca3271411,Male,26,"High school"
2cb105fa17,Female,22,"College advanced"
2ca9cfc419,Female,64,"High school"
2ca58b0896,Female,46,"High school"
2ca6c9d275,Female,20,"College advanced"
2ca4d7da70,Female,61,"High school"
2ca24bbe30,Female,55,College
2ca73fc016,Male,34,"High school"
2ca8dd9475,Female,20,Basic
2cab348641,Male,66,College
2cac906051,Female,23,"High school"
2ca9075667,Male,56,"College advanced"
2ca5f53e05,Male,52,"High school"
2ca57da256,Male,23,College
2ca5886085,Male,45,"High school"
2ca4042c71,Female,77,Basic
2ca5030401,Male,27,"High school"
2ca708a297,Male,78,"College advanced"
2ca9f7c498,Female,71,"High school"
2cac619478,Male,26,College
2cae14c662,Female,69,"High school"
2cb2b99a97,Female,40,"High school"
2ca7114420,Female,27,"High school"
2cb1581603,Male,51,College
2cb1f94202,Male,47,"College advanced"
2caf417a65,Female,74,"High school"
2cacf60403,Female,60,"High school"
2ca4510c11,Male,21,"High school"
2ca64ffc08,Female,39,College
2ca6880059,Female,42,College
2ca97e8485,Male,33,Basic
2ca95a1276,Male,21,Basic
2caf94ae81,Female,54,College
2ca3046e29,Male,57,College
2ca3cc5a68,Male,21,"High school"
2cafd10885,Male,27,"High school"
2ca39e7e64,Female,53,College
2ca543aa30,Female,24,Basic
2cb0946284,Female,28,Basic
2cb1752649,Female,44,College
2ca7acbc79,Male,24,Basic
2ca5a2aa79,Male,64,"High school"
2ca80dd823,Female,29,"High school"
2cb1cd3247,Male,64,"College advanced"
2ca8ee2416,Male,61,Basic
2cafa25093,Male,65,College
2ca26c8404,Female,40,"College advanced"
2ca6a77231,Female,41,"High school"
2ca20e3857,Male,60,"High school"
2cb0e6ec28,Male,54,College
2ca44d7451,Female,47,"High school"
2ca7bc3404,Female,48,"High school"
2cae924896,Male,54,"College advanced"
2ca354d217,Male,41,College
2ca8bd3271,Female,54,"High school"
2caad24888,Female,39,"High school"
2cacb36004,Female,24,"High school"
2ca3952868,Female,20,"High school"
2caeddfc82,Female,76,"High school"
2ca9364a33,Male,80,College
2cabebb096,Male,27,"High school"
2cb1028a48,Male,54,"High school"
2ca4035a60,Female,20,"College advanced"
2cae872680,Male,79,College
2cab503899,Female,67,Basic
2cad5ac297,Female,42,College
2ca4344212,Male,52,Basic
2cab485439,Female,30,"High school"
2ca865a810,Female,43,"High school"
2ca9144e09,Male,46,Basic
2ca8137898,Female,70,"High school"
2cb158f278,Male,39,"High school"
2ca79b3239,Male,64,College
2ca7353e82,Male,66,"High school"
2cb096f680,Female,54,College
2cac627043,Male,46,"High school"
2cab607888,Female,75,"College advanced"
2ca7ad8e93,Female,56,"High school"
2cb0af6047,Male,27,College
2cae74fc01,Male,31,"High school"
2ca7933a88,Female,23,"High school"
2cb02cac68,Male,41,College
2cb28b1e07,Male,42,"High school"
2cac17e813,Male,75,"High school"
2cacfcbc22,Male,81,"College advanced"
2ca4139094,Female,20,Basic
2cb0544893,Female,52,"High school"
2caa413492,Male,61,"High school"
2cabe3f433,Male,41,"High school"
2ca34a8c51,Female,53,College
2ca3688c76,Male,36,"High school"
2cab26f897,Male,40,Basic
2cadfb0884,Male,67,Basic
2ca24e5299,Male,64,Basic
2caf1eac66,Female,23,"High school"
2ca23dea20,Male,47,College
2caa3c2008,Female,67,"High school"
2ca9af1278,Male,23,College
2cac0aa093,Female,47,"High school"
2ca6138464,Female,84,"High school"
2cb11aae70,Male,52,College
2ca864c286,Male,65,Basic
2cad762440,Female,28,"College advanced"
2cadbce286,Female,55,College
2cabf1aa24,Male,57,"High school"
2cae1a8e87,Female,64,"College advanced"
2caccf1247,Male,30,"High school"
2ca23b4c06,Male,27,"High school"
2cb3402c15,Female,51,"High school"
2cabdfa874,Female,60,"High school"
2ca3357423,Male,45,College
2cb1eb3c20,Female,26,College
2ca59c7e17,Male,47,"High school"
2ca59d5013,Female,33,"College advanced"
2ca9bcfa94,Male,48,"High school"
2ca9604825,Male,66,"High school"
2cac288280,Male,45,"High school"
2cb3163801,Female,45,"High school"
2ca6d98651,Female,25,College
2ca4fc1a73,Male,55,"College advanced"
2ca73d2264,Female,32,"High school"
2ca237d244,Female,24,College
2cab99e437,Male,71,"High school"
2ca86c7433,Male,63,"High school"
2ca6d36451,Female,32,"High school"
2caf898c19,Male,61,College
2cafac6e90,Male,29,"High school"
2ca599fe82,Male,34,"High school"
2cadcc1404,Female,68,"High school"
2cb0d08a60,Female,74,College
2caa778071,Female,58,"High school"
2cabc7ac12,Male,68,"High school"
2ca64b9c69,Female,26,College
2cb097d222,Female,41,College
2ca5b18c49,Female,26,"High school"
2caecb5a97,Female,74,"High school"
2ca69a6669,Female,33,"High school"
2ca9d41040,Male,56,"High school"
2cb03ff854,Male,49,College
2ca591f218,Male,83,"High school"
2ca40a2619,Male,44,Basic
2ca5ed6e12,Male,44,"High school"
2ca9855081,Male,53,"High school"
2ca2f28087,Male,20,College
2cae003a78,Female,47,Basic
2ca83f1a57,Female,60,College
2cad4d2a64,Male,42,College
2ca9c06085,Male,71,"High school"
2ca8c0de43,Female,52,College
2ca73c2849,Male,45,College
2cb175f887,Male,21,"High school"
2ca9dcb263,Female,53,"College advanced"
2cb300e425,Female,49,Basic
2cacecae10,Female,72,College
2cac081698,Female,57,College
2cafb40296,Male,32,College
2caadf5484,Male,44,College
2cb0234c54,Male,47,College
2caeb55201,Female,21,College
2ca216ee68,Male,51,Basic
2ca683c847,Male,30,"High school"
2caad87e47,Female,37,"High school"
2ca745b082,Female,46,"College advanced"
2ca36bfc22,Female,43,"College advanced"
2cab958e51,Female,33,College
2cac4a9236,Male,55,"High school"
2cb1428627,Female,61,"High school"
2ca2ef2429,Female,37,"High school"
2ca9769638,Female,49,Basic
2cadb5b237,Male,64,College
2ca55c0a00,Female,58,"High school"
2ca601e688,Male,53,"High school"
2ca435f014,Female,33,College
2ca8c44486,Male,45,"High school"
2ca5210452,Female,43,"High school"
2cadbdbe28,Male,75,College
2cb23f4c17,Female,62,Basic
2ca6386477,Female,40,"High school"
2cb008f864,Male,54,Basic
2cb2e7ee26,Female,19,"High school"
2caf8c3e78,Male,47,"High school"
2ca4f7c492,Female,63,"High school"
2cab6c4495,Female,21,"High school"
2cb2da2e78,Male,32,College
2caec46604,Male,45,College
2ca4bdf487,Female,21,"High school"
2ca762f204,Male,57,"College advanced"
2ca2a53290,Male,50,College
2cacbdce45,Female,48,College
2cafbe4844,Male,40,College
2cab794605,Female,53,"High school"
2ca3ed1652,Female,52,College
2cad514e40,Female,65,"High school"
2ca8835890,Male,24,"High school"
2ca25a9691,Female,81,"High school"
2caa604c41,Male,24,College
2ca7faf044,Female,55,Basic
2ca98c7686,Male,57,"High school"
2ca8cdd640,Male,22,"High school"
2ca7e1dc52,Male,59,College
2ca2ab2239,Female,52,"High school"
2ca7432624,Male,31,"High school"
2ca85cb686,Male,48,College
2cab674438,Male,61,"High school"
2caac10e66,Female,62,"High school"
2cabc6da95,Male,42,"High school"
2caeabde89,Female,20,"High school"
2ca97ccc27,Male,52,College
2cac762a68,Female,31,College
2cabe5b661,Female,59,College
2ca231a646,Male,22,"High school"
2ca2891211,Female,69,"College advanced"
2ca697be94,Male,64,Basic
2ca6480e11,Male,26,College
2cacdcbe89,Female,61,"College advanced"
2ca295d881,Female,48,"College advanced"
2cafa74686,Female,66,College
2ca5077884,Female,43,College
2ca8b82870,Female,43,College
2cace7a432,Female,75,"High school"
2cab562817,Male,63,"High school"
2cad13aa60,Male,25,Basic
2ca9022401,Male,64,"High school"
2cac77f684,Male,69,Basic
2ca3697215,Male,22,College
2ca81f9417,Male,28,"College advanced"
2caffb6010,Female,45,College
2cadf89293,Female,35,"High school"
2cb2ae9641,Female,19,"High school"
2cb30c0647,Male,18,Basic
2cae047231,Male,46,"High school"
2cb3222293,Female,44,"High school"
2cb0c59053,Female,20,"High school"
2cac8f8e87,Male,38,College
2ca243da70,Male,23,"High school"
2cb0760830,Female,36,College
2caf8a5e34,Female,35,"High school"
2cb0e13835,Female,64,"College advanced"
2ca3753406,Female,51,Basic
2caa792497,Male,78,College
2cb0c24812,Male,70,"High school"
2cb2bb4871,Female,63,College
2ca2f0d250,Male,56,"High school"
2caa3cf295,Male,36,"High school"
2cb3382062,Female,35,College
2caca0f068,Female,41,"High school"
2ca4102082,Female,40,"High school"
2ca470ec18,Female,64,"High school"
2ca9cb9633,Male,52,"High school"
2caf00c086,Male,37,"High school"
2cb1687469,Female,76,College
2cb2acf286,Female,73,"High school"
2cb2843442,Male,22,"College advanced"
2ca7546a99,Male,34,"High school"
2caba9fc25,Male,31,"College advanced"
2cad1a8056,Female,29,Basic
2cafeab213,Male,24,"High school"
2ca5b8da39,Female,77,"College advanced"
2caebe6c44,Female,58,"High school"
2ca7e98e02,Male,25,College
2caaa91244,Male,52,"High school"
2cad903c65,Male,24,"High school"
2ca5550c53,Male,59,"High school"
2cb1b29852,Female,46,"High school"
2caabe8e79,Female,79,Basic
2ca38e5278,Female,61,"College advanced"
2cabdd2813,Female,53,Basic
2ca84d2a32,Male,62,"High school"
2ca954c201,Male,34,Basic
2cb10b5e44,Female,19,"High school"
2cb171ca41,Male,28,College
2ca8050e18,Female,61,Basic
2caf4d4627,Male,48,"High school"
2ca7f5dc98,Female,62,"High school"
2cb20a8600,Male,35,"High school"
2cb30f8040,Male,42,College
2ca7417847,Female,54,"High school"
2ca7ed2692,Female,83,"High school"
2ca7621626,Female,74,"High school"
2ca2ce7226,Male,23,College
2ca23c2809,Female,71,"High school"
2cafdebe60,Male,43,"College advanced"
2ca41eb210,Female,45,"High school"
2ca71a2c57,Male,60,"High school"
2cb03a0880,Male,44,Basic
2cb050f601,Female,49,"High school"
2cad309c49,Male,21,College
2ca84fbe29,Female,59,"High school"
2caadafe08,Female,30,"High school"
2ca4eda609,Male,64,Basic
2ca618ca87,Female,25,"High school"
2ca44c9857,Female,43,"High school"
2cadf61225,Female,51,"High school"
2ca3f4dc68,Female,55,Basic
2cab11ae89,Female,36,College
2ca45ed653,Female,23,"College advanced"
2cab7af484,Male,38,Basic
2ca54f9490,Male,76,College
2ca401a294,Male,19,"College advanced"
2cad2d4a94,Female,23,College
2ca6e86834,Male,51,College
2caaf8b863,Male,54,"High school"
2cb1eeca00,Female,39,"High school"
2cb07be494,Male,40,College
2cb1c60c54,Male,53,"High school"
2caa14d425,Male,46,"High school"
2ca916e268,Male,52,"College advanced"
2caa670e57,Male,56,College
2cad954624,Male,28,"High school"
2caee73e45,Female,18,Basic
2cb1cb2064,Female,59,Basic
2caeaa1c03,Male,60,College
2cb09b1a29,Female,40,College
2cacf43802,Female,28,Basic
2ca7a86623,Male,34,"High school"
2caec63237,Female,78,College
2ca996bc65,Male,68,"High school"
2ca988ca25,Female,18,"High school"
2cb0652895,Female,29,Basic
2cb25eb496,Male,72,College
2ca37b9269,Male,42,Basic
2ca3f32e07,Male,41,College
2cac8a3e65,Female,37,"High school"
2cb0e5de77,Female,60,"High school"
